gene,log2FoldChange,pvalue,padj
GENE_03018,0.29814545220859223,0.15222914687553746,0.18248519165132757
GENE_03019,0.4343307493413322,0.0405999044325676,0.06406467439807843
GENE_03020,0.30847490854734794,0.11977950183197739,0.14946960800279827
GENE_03021,0.6432973105549582,0.004015502724742492,0.013340540613762433
GENE_03022,0.5586414519689873,0.004851021485597618,0.01501081588001333
GENE_03023,0.4196672858178818,0.048014210652168036,0.07284814239442881
GENE_03024,0.33042895308593323,0.07664976412269774,0.1049709177248668
GENE_03025,0.1846571028914612,0.38852392876518926,0.4142046148882615
GENE_03026,0.31326399089207957,0.14453770431057184,0.1744992204642905
GENE_03027,0.5054942145413248,0.01155238798303702,0.026392100697605614
GENE_03028,0.6030992908791015,0.010774553864470099,0.025168310825671805
GENE_03029,0.13355943124435132,0.5414953198493228,0.5603221438838191
GENE_03030,0.6344775888890517,0.0021023742640775382,0.009265642415502593
GENE_03031,-0.046868098409747816,0.8285085962929767,0.8358642012641008
GENE_03032,0.5210866819175779,0.018910803884871753,0.03695753281743315
GENE_03033,0.5146619379573751,0.011449608306344203,0.02626056950996377
GENE_03034,0.488751399056504,0.030766167989969822,0.05247512875655777
GENE_03035,0.4520892314433542,0.03838322894070916,0.06149187590629472
GENE_03036,0.22545549883152027,0.25159540507829803,0.28039162496188347
GENE_03037,0.7423913595628973,0.0010847274766126547,0.006325042641112456
GENE_03038,0.22881421280054415,0.28574479461425495,0.31400526880687357
GENE_03039,0.36891087623087593,0.06514446105423531,0.09197297904028703
GENE_03040,0.29604272947668964,0.16429883127283904,0.19450554193540787
GENE_03041,0.7827081206525666,9.110327977602922e-05,0.0016067597844096864
GENE_03042,0.7506549075137077,0.0002616337965813854,0.002971291552505981
GENE_03043,0.5124867288093817,0.011050259314418933,0.025592115238371137
GENE_03044,0.4231791654257764,0.03731057415918852,0.06020747806872442
GENE_03045,0.5209064968413637,0.010187428004785611,0.02418093521192882
GENE_03046,0.4684104312571389,0.02150565019544977,0.0403937832371333
GENE_03047,0.5869270866495899,0.0018910502534453524,0.008668493604222002
GENE_03048,0.33644976016927775,0.11955981949926933,0.14928183231273484
GENE_03049,0.8053444837332737,0.000293027126544147,0.0031536999889530066
GENE_03050,0.18555347623399765,0.38072950543745376,0.4063281808297265
GENE_03051,0.40785478557389876,0.07057569735614254,0.09825761634213986
GENE_03052,0.5130841847040202,0.006713818215437313,0.018373886741755097
GENE_03053,0.6721673954313703,0.0007070444707562141,0.004969705788453978
GENE_03054,0.370621969065807,0.11852228219358807,0.14818990021703934
GENE_03055,0.4888333199999888,0.024939972883380596,0.04487635843975666
GENE_03056,0.8628341504598067,8.666870517439946e-05,0.0015762820407644604
GENE_03057,0.4983148034044085,0.010335441902630572,0.02440482149381481
GENE_03058,0.32009860808001456,0.15152170430919798,0.18174607689720282
GENE_03059,0.08856417063628363,0.6349866881133828,0.6504011964697151
GENE_03060,0.628671256307535,0.004274268059423674,0.013882000842558213
GENE_03061,0.711884357843843,0.0002649365384290346,0.002985365544837639
GENE_03062,0.8374664802392662,3.53040202886769e-05,0.0009414405410313841
GENE_03063,0.7357251848398318,8.2809973355172e-05,0.0015222421572641913
GENE_03064,0.15022718571264093,0.474413890844794,0.4964046153027038
GENE_03065,0.36725472800580317,0.06419582123671055,0.09092060177922996
GENE_03066,0.558038696772627,0.007420537455266184,0.01956892788836019
GENE_03067,0.3713388059472571,0.060100942227664635,0.08640158457111075
GENE_03068,0.4970587321510598,0.014179054562073766,0.03028649740985117
GENE_03069,0.380375673105835,0.07183906506411945,0.09961046181935587
GENE_03070,0.5488987178173872,0.010534341851413376,0.02477502787256203
GENE_03071,0.3610829964904898,0.09559798646856019,0.12512825454000023
GENE_03072,0.279221523980401,0.20563842611188904,0.23571575666195443
GENE_03073,0.5573201594242567,0.007845435565420982,0.020383049013824324
GENE_03074,0.45133464725170924,0.05568945744918774,0.08136851207219511
GENE_03075,0.4246284955285935,0.06309646425258368,0.08980424744176442
GENE_03076,0.7758474426247997,0.00014291003941113375,0.0021367454217714825
GENE_03077,0.26613888151468235,0.18722966949005904,0.21786091399820692
GENE_03078,0.5556339345972932,0.014587807869143862,0.03092228542587986
GENE_03079,0.42953469947914513,0.05160319285263516,0.0767904655545166
GENE_03080,0.6027615778425854,0.0025159444864346382,0.010120539624306783
GENE_03081,0.7819207671843351,0.00043719644697485003,0.003838423590648376
GENE_03082,0.6203061331619732,0.006995837248393747,0.018877056795449938
GENE_03083,0.22805418905257646,0.2372425332504612,0.26668450230492496
GENE_03084,0.2063190532522965,0.28162571725789043,0.3099556650428026
GENE_03085,0.661358488164387,0.002392116582227739,0.009866419485663896
GENE_03086,0.5843295115706093,0.00291737279216661,0.01102143102442996
GENE_03087,0.764421007450812,8.943310299915095e-05,0.0015985357789664403
GENE_03088,0.8408771202741256,1.1361706743716954e-05,0.0005682205927280302
GENE_03089,0.3049323447126602,0.11379993227891455,0.1433970920853258
GENE_03090,0.5322900501615377,0.008424567277735008,0.02127953341180856
GENE_03091,0.3729507014538296,0.07224229429841153,0.1000308699784153
GENE_03092,0.5633771477482092,0.018934341396654057,0.03696669542493959
GENE_03093,0.5666613832857639,0.00851952290594252,0.021398841441742835
GENE_03094,0.39121354495491545,0.057108405511056476,0.08299434022824657
GENE_03095,0.24758578113286234,0.23817465876266772,0.26752180025010414
GENE_03096,0.48717760465255555,0.013671887324589363,0.029626045236930406
GENE_03097,0.2573386772702131,0.2412593924540189,0.27050049608029925
GENE_03098,0.4041050635091663,0.0645284980950264,0.0913225277314271
GENE_03099,0.5423954170093701,0.003908425402320086,0.013115921782905831
GENE_03100,0.4526782420174049,0.02190489106106749,0.0409366639999453
GENE_03101,0.40108645234089835,0.052859004890713095,0.07821412580840943
GENE_03102,0.23162681745059732,0.2960788944099679,0.3238666532596455
GENE_03103,0.40923027996233063,0.08126062580659814,0.11012417103482605
GENE_03104,0.7625174569153002,0.00024552154408682053,0.002860797326360061
GENE_03105,0.46140111306109866,0.045635631767626146,0.07016548549758017
GENE_03106,0.3889089261808678,0.09649193860192821,0.12585357845562567
GENE_03107,0.5819225854698411,0.0036797263534637664,0.012640763838762508
GENE_03108,0.3146770542697839,0.1322772710098569,0.1623830972377325
GENE_03109,0.33573776619964235,0.0969150187067681,0.12627287125229766
GENE_03110,0.3042822154421039,0.14646229176312803,0.17652439648442572
GENE_03111,0.3902285819157445,0.026260169494577594,0.04667644773298542
GENE_03112,0.6633999043918193,0.0015012537469422675,0.007540199633060108
GENE_03113,0.627703291597479,0.001721982173563116,0.008207731999824195
GENE_03114,0.764962727862601,0.0010131241845902567,0.006117899665400101
GENE_03115,0.6190957889021194,0.0019764081187434532,0.008914786282108494
GENE_03116,0.762946686046539,0.0002827183721955187,0.003093707125907615
GENE_03117,0.3072496349717486,0.17770946180437433,0.2081638301562309
GENE_03118,0.3623502683702613,0.0876098105798297,0.11670415689333914
GENE_03119,0.44328210192982187,0.03608939310823865,0.05884459988299145
GENE_03120,0.4560810927479899,0.03141487747614493,0.05326361050550175
GENE_03121,0.20687332157028582,0.3360521032899263,0.3629464340532739
GENE_03122,0.009648287426570867,0.9608070810962617,0.9629255172341769
GENE_03123,0.2894198756501387,0.14415926266760357,0.17412641945597726
GENE_03124,0.5319778341613208,0.004668877372503424,0.014658955643652823
GENE_03125,0.5600931954839474,0.00352548290549071,0.012292478749967608
GENE_03126,0.8063497891003131,0.0005226895594232164,0.004277328636851198
GENE_03127,0.4528831727536371,0.022155039406519413,0.04123402085709922
GENE_03128,0.47592830550798393,0.008963374919762844,0.02213028633875607
GENE_03129,0.28843188577952095,0.14940804544223898,0.17966335430764668
GENE_03130,0.7636762501472969,0.0012415979482136603,0.006822312836115485
GENE_03131,0.30077113592778204,0.15416739966288903,0.1843873328229553
GENE_03132,0.48063148899769104,0.01407641785379881,0.030148678204752217
GENE_03133,0.2556814744690783,0.23000229866158148,0.2596842030728028
GENE_03134,0.40156073369920087,0.04984263321443699,0.0748950160998302
GENE_03135,0.2978978925769189,0.14968950699530567,0.1799585320934187
GENE_03136,0.36034684625786095,0.11914076272784263,0.1488515276459803
GENE_03137,0.33580834732449727,0.12067051245457112,0.15031204839881804
GENE_03138,0.8587046983985172,8.080676080337741e-05,0.001501984401549766
GENE_03139,0.8026231532592627,0.0002886408808070389,0.003133994362725721
GENE_03140,0.1371938341675536,0.5057045361212917,0.5257350411906557
GENE_03141,0.9993560750997013,5.708948790110774e-05,0.0012330342959202536
GENE_03142,0.38915092217430924,0.07335319144248006,0.10135856217007055
GENE_03143,0.49857014740543537,0.021408640079919817,0.04023424183409099
GENE_03144,0.35106803152583943,0.05304199878869205,0.07839491396496016
GENE_03145,0.6140472512455188,0.0012127483217598688,0.006748738574067161
GENE_03146,0.3746155829305371,0.0730425694007527,0.10098516438649618
GENE_03147,0.483388456527889,0.040708254279522266,0.06420860296454615
GENE_03148,0.49068836133950544,0.03299636427556433,0.0551778666815457
GENE_03149,0.8450437693778792,0.00029845835346646897,0.0031649878416380593
GENE_03150,0.4038669322952355,0.04080371416059844,0.06430845415381946
GENE_03151,0.5988011287336583,0.008966451845661836,0.02213028633875607
GENE_03152,0.13301590779590988,0.5362997927106277,0.555233246413322
GENE_03153,0.209918408203162,0.29967846557285166,0.32744587584446205
GENE_03154,0.5366454829784084,0.018304976003975362,0.03618299269415964
GENE_03155,0.41000995930950346,0.050112920924393706,0.07518817843119836
GENE_03156,0.7834350992626815,0.0006783344688424054,0.004887135942668626
GENE_03157,0.317948397321171,0.12441490697784448,0.15424610336950717
GENE_03158,0.2604020999140877,0.24215651394256404,0.2713617771893113
GENE_03159,0.3645743706140081,0.07510602684816128,0.1032527176906259
GENE_03160,0.5062635837021601,0.02805250470441346,0.04900856866599137
GENE_03161,0.5901360325660798,0.003872116184259268,0.013050610664844179
GENE_03162,0.46090200243348356,0.022197557432978184,0.041269425334904096
GENE_03163,0.4015166389268936,0.07203876392303417,0.0998181957984616
GENE_03164,0.15133513491283157,0.5071545715335035,0.5270652032445929
GENE_03165,0.24080478594472954,0.26878883241639484,0.2975631931987101
GENE_03166,0.7049601055028232,0.00028802608361216736,0.003133994362725721
GENE_03167,0.6068684365068471,0.004039201270156772,0.013380562763196267
GENE_03168,0.4040353392405365,0.038931633219794336,0.06205233219603815
GENE_03169,0.130065495269446,0.5137915471492454,0.5335122629669629
GENE_03170,0.11552578933502833,0.5894397960323731,0.6066067675541557
GENE_03171,0.4996477257418821,0.01238963195072661,0.02766070170750242
GENE_03172,0.27420085717623,0.16584902267951074,0.19613176759639397
GENE_03173,0.3397067863609209,0.09406535305926578,0.12354262287794297
GENE_03174,0.620184376113448,0.0050768778432442535,0.015478170398624133
GENE_03175,0.5078035998418073,0.012181143337488888,0.02738063145025494
GENE_03176,0.5439219662956729,0.010035399197881443,0.023950833407831607
GENE_03177,0.22409150246482756,0.28327783954257063,0.3115991817584671
GENE_03178,0.5230147797292517,0.015795001805460066,0.03272897183062592
GENE_03179,0.5817684088563402,0.0013630070482178328,0.007179352616005904
GENE_03180,0.3481133353767092,0.10916407349446572,0.1387443740397378
GENE_03181,0.28677265984801803,0.18427212277320973,0.2147944081748569
GENE_03182,0.4508390804774889,0.04139009867582404,0.06503786718388442
GENE_03183,0.6460990009186389,0.0016808649795671895,0.008084968636686818
GENE_03184,0.5594378813140555,0.005368733425260743,0.016002186066350947
GENE_03185,1.0857996767740827,2.703570055889599e-07,6.007933457532442e-05
GENE_03186,0.43326195098719555,0.06316563291972713,0.08982598538072685
GENE_03187,0.3661654135150201,0.09200608104636616,0.12144414076869874
GENE_03188,0.4578521044140764,0.03622276356706961,0.05899472893659546
GENE_03189,0.8405994476308649,3.470294071683615e-05,0.0009404590980172398
GENE_03190,0.5255400382358948,0.013670962207802295,0.029626045236930406
GENE_03191,0.7555601926866231,0.0008096960620611428,0.005348058534089451
GENE_03192,0.6278887822852095,0.004860356224726497,0.01501081588001333
GENE_03193,0.4337986202213351,0.03134468405901834,0.05316576229278394
GENE_03194,0.44584236211294215,0.017053425648512165,0.03442354793805443
GENE_03195,0.5634858232364186,0.007477928383870826,0.019673581646595176
GENE_03196,0.28421932074518885,0.15244606089875057,0.18265763347561775
GENE_03197,0.5671701474125257,0.005989602484103265,0.017201615405236258
GENE_03198,0.3901826706755678,0.09510871973530778,0.12459819482795292
GENE_03199,0.6744282196097879,0.0018391447969553466,0.008554161846303938
GENE_03200,0.908374878691034,6.591204337400391e-05,0.0013261980558149679
GENE_03201,0.6257769591169184,0.003101001151415287,0.011417530012574693
GENE_03202,0.3796118906951014,0.06289748030667798,0.08958218669322696
GENE_03203,0.6489701794149392,0.005547920849523229,0.016298239863464247
GENE_03204,0.5474353616953076,0.00811266597137083,0.020809755806766903
GENE_03205,0.7631998134748601,0.00013837181707951967,0.0021061159372834045
GENE_03206,0.44911926938882285,0.0245858607829402,0.04445906109030777
GENE_03207,0.7053076720480114,0.00017234991153580368,0.0023385333994003213
GENE_03208,0.38239533424353134,0.057765559665828595,0.0837377134965071
GENE_03209,0.3866280890500047,0.06638653024477001,0.09341006084813565
GENE_03210,0.576045756644822,0.0036051610371446653,0.012470290685384522
GENE_03211,0.20279183053036487,0.3114881029037091,0.33890556294604407
GENE_03212,0.9900927448773045,8.153555878134509e-07,0.00014633064298856245
GENE_03213,0.39087899920106395,0.042338625790163474,0.06614376783340646
GENE_03214,0.500921108271478,0.01547779478641635,0.03225884699128043
GENE_03215,0.7449871495978986,0.0031855805357989524,0.011588143091302119
GENE_03216,0.5432228305547104,0.01712929356896761,0.034534866066466954
GENE_03217,0.0751521474226502,0.696190120589538,0.7088790556863233
GENE_03218,0.5948187980726365,0.004407621617891682,0.014131521698915298
GENE_03219,0.6914563833109435,0.0023973634425295555,0.009866419485663896
GENE_03220,0.7472122064755418,0.0011664800423784594,0.006608952081464359
GENE_03221,0.5559490289558688,0.004065999690469661,0.013423571114128958
GENE_03222,0.22684573688624354,0.2541292931524924,0.28277433309501765
GENE_03223,0.3375180782249796,0.07274627537341015,0.10064509597870801
GENE_03224,0.282287319761358,0.16799784482125488,0.19822754551180516
GENE_03225,1.008183576827859,2.9304055366780143e-05,0.0009054677473676358
GENE_03226,0.46849257830482305,0.02318949639657759,0.042583068551759994
GENE_03227,0.5014811925351692,0.02059484972121095,0.03914626443872068
GENE_03228,0.4961290833634351,0.037222754319641595,0.06009485682861091
GENE_03229,0.7219871958781159,0.0004897279514484427,0.004143214479259244
GENE_03230,0.6918074239040068,0.0012729751732019185,0.0069122098627898
GENE_03231,0.9436885132630461,8.018485684079123e-05,0.0014932003136087753
GENE_03232,0.41916325679160504,0.03747744288994321,0.060373119392995556
GENE_03233,0.6264098308148451,0.0049247009177677695,0.01515802592241248
GENE_03234,0.5420413678677622,0.005996288688806004,0.017215873352873973
GENE_03235,0.7158622459828843,0.0005845924493950884,0.004514227408456281
GENE_03236,0.5431133266048,0.008843778527891064,0.02191340277372583
GENE_03237,0.3045731884838965,0.14322827956474654,0.17319018085217236
GENE_03238,0.38725683806130995,0.03397500209210555,0.056255704254423666
GENE_03239,0.3270258891699749,0.11470779640859734,0.1441958471509709
GENE_03240,0.2203484456782112,0.24728422761631108,0.2764496675419912
GENE_03241,0.4659146735235131,0.030248351269742985,0.05181286616948096
GENE_03242,0.09752044944087412,0.6256844411601749,0.6415302380397568
GENE_03243,0.033241579106912944,0.8771997172934252,0.8825834765000756
GENE_03244,0.5193348863028673,0.009206149493888559,0.022534569662581876
GENE_03245,0.6430579044850244,0.005530956673126581,0.01627230559907791
GENE_03246,0.17906509729909015,0.4599577995119236,0.4823382964680407
GENE_03247,0.6347803112909203,0.003035660930426487,0.01130892488475805
GENE_03248,0.10078013951723808,0.5917697687356753,0.6088166345017236
GENE_03249,0.5407842450096281,0.006853639284677561,0.018587432757571264
GENE_03250,1.0890026451924228,6.892438464089275e-06,0.00046257976269055537
GENE_03251,0.8570945415051012,1.956528422612995e-05,0.0007273339861014851
GENE_03252,0.4789845532514905,0.04029371610678428,0.06370548001072615
GENE_03253,0.3395309262930164,0.13725594492976817,0.16752831066736015
GENE_03254,0.3445716532041292,0.057139368830887216,0.0830152096918309
GENE_03255,0.409057613933526,0.06518703351597822,0.0920200924844413
GENE_03256,0.8059690872146756,0.0001377024737200017,0.0021029974437735957
GENE_03257,0.5672935826292269,0.008382925696827423,0.021217225251398186
GENE_03258,0.434498950104909,0.02909406664437751,0.05034419840579031
GENE_03259,0.3055606456963744,0.13730437828338016,0.16755619483793685
GENE_03260,0.4177790354128774,0.04551961537823893,0.07003017750498297
GENE_03261,0.5873357238279144,0.008440308831407912,0.021297776511248832
GENE_03262,0.4465451205997937,0.017318495522564484,0.03485308014200943
GENE_03263,0.2665588148737772,0.23803698413691693,0.26746260723967297
GENE_03264,0.34528300437672943,0.09439996448882997,0.12386821216222275
GENE_03265,0.32536104938405686,0.09302855544968619,0.12255112033946278
GENE_03266,-0.025075027361001645,0.9007331713216764,0.9050775435306234
GENE_03267,0.45345071826999295,0.022963142271953316,0.0422816047071965
GENE_03268,0.5406185193869835,0.01502132761695155,0.03153091439326522
GENE_03269,0.5838936389181049,0.006451103688840362,0.017979664684616394
GENE_03270,0.4805587443730541,0.029788691526027172,0.05125377069171915
GENE_03271,0.2734287551516372,0.2018603772529005,0.23181026326699644
GENE_03272,0.8446729562321647,0.0003650693492339843,0.0035184823822981917
GENE_03273,0.32430320845216976,0.12342108669467414,0.1531998493923864
GENE_03274,0.4819168119014847,0.01875769353071634,0.036784136882894156
GENE_03275,0.4576229214512155,0.026909663494655324,0.0475183886538148
GENE_03276,0.37681455387245233,0.0886170918255995,0.11766975411711526
GENE_03277,0.3398853488299016,0.058573996948484766,0.084693460018052
GENE_03278,0.7010465873073475,0.0007315089114761003,0.005016408149667603
GENE_03279,0.10310237293475932,0.6659888614156666,0.6795804708323129
GENE_03280,0.45365390825162866,0.027762223278060084,0.048645914277308716
GENE_03281,0.30953886824878385,0.17270403906659815,0.20295516977484082
GENE_03282,0.6665816043946631,0.001955208434817534,0.008859122948878721
GENE_03283,0.41106894260175686,0.03405834430030247,0.056359993877713836
GENE_03284,0.6277941051552114,0.005292368686556976,0.015864414528048487
GENE_03285,0.8167919144146296,0.00015670294684299972,0.0022510439948963245
GENE_03286,0.4941000791648982,0.016912359529363687,0.034263289159975056
GENE_03287,0.3387236188104801,0.07912110607136541,0.1078344259668386
GENE_03288,0.8860942073700899,0.00027590487825231326,0.0030647520968049226
GENE_03289,0.10937991584993512,0.5952956085314804,0.6120662230428546
GENE_03290,0.556035686364134,0.01329813587622454,0.02905426234700577
GENE_03291,0.6976332896556476,0.0006365650183059937,0.004725798205686665
GENE_03292,0.7750763159490344,0.0003944852944536497,0.003662816104490712
GENE_03293,0.4231182118749093,0.028020462586091064,0.0489825879519578
GENE_03294,0.7766578003387696,4.5386591613759456e-05,0.0010729690688832023
GENE_03295,0.49554929275228865,0.026295045600986926,0.04671352922541647
GENE_03296,0.3964111423000176,0.08657945909183545,0.11559340332688312
GENE_03297,0.45320965030814175,0.01627609068175479,0.033393702670814096
GENE_03298,0.6507233828869978,0.010248505643046727,0.024266818444090548
GENE_03299,0.5954881798200375,0.004554405637239066,0.014412676067212235
GENE_03300,0.29233355467463173,0.1293569365276437,0.1595226742232627
GENE_03301,0.4124871756117887,0.03764777508508178,0.06056591873404405
GENE_03302,0.09144951301654469,0.67876694014751,0.6917722586093662
GENE_03303,0.44026152809437136,0.04624942067850643,0.0708369132769282
GENE_03304,0.7349345499212578,0.0015687241347234144,0.007742962165466013
GENE_03305,0.3170269046133578,0.15817384742637272,0.18845924869101954
GENE_03306,0.2679348416293674,0.1363154146786267,0.16665428870833854
GENE_03307,0.5195849047514063,0.03452666932667799,0.05690896543048952
GENE_03308,0.5229667152416582,0.01350485013698261,0.029390315858504046
GENE_03309,0.533366436785716,0.01575258476195263,0.032667607381333105
GENE_03310,0.6991694721946544,0.00029647433375798525,0.003163035329722504
GENE_03311,0.784171798153789,0.0003434038873562556,0.0034169541030473188
GENE_03312,0.35444116702646156,0.06339796457300986,0.09011793116277166
GENE_03313,0.6003463373191833,0.008695380719363597,0.02171673506334565
GENE_03314,0.4066917467858353,0.01365529479008509,0.02962102991341668
GENE_03315,0.29080693612603703,0.12894419110097,0.15909924789619773
GENE_03316,0.4813712784953674,0.04118677326492511,0.06475907746057408
GENE_03317,0.92264468248894,3.885340361373126e-06,0.00034837745342951597
GENE_03318,0.5597161632452785,0.008752920342675136,0.02180488383968278
GENE_03319,1.0995753327732105,8.601818496326396e-06,0.0005054430962673451
GENE_03320,0.5640684765278507,0.008663705325979355,0.021653849852485266
GENE_03321,0.4995797262152051,0.01792483040422226,0.03569261575003609
GENE_03322,0.6484236020486689,0.000772661146078915,0.005192615229024967
GENE_03323,0.2394209282538622,0.24480109729497776,0.2739493031501542
GENE_03324,0.6541974146714624,0.000918457440232605,0.005754745866119079
GENE_03325,0.43344679850133616,0.04401891736656352,0.0682252284044692
GENE_03326,0.8207229051933833,3.3572043998496344e-05,0.0009248496969282739
GENE_03327,0.32840035738455153,0.1254698772969382,0.1553806529993043
GENE_03328,0.4868111144382956,0.02281799257106477,0.042068570374381956
GENE_03329,0.6215148131224701,0.003476556628320373,0.012184625507308934
GENE_03330,0.3125032236031169,0.11740790560239661,0.14707241087610748
GENE_03331,0.5898555956582792,0.008027599683900922,0.020668382296346346
GENE_03332,0.7933673375062442,4.619307648683778e-05,0.0010792774880102286
GENE_03333,0.1536437357885827,0.48100973468155483,0.5027801136004545
GENE_03334,0.36301818159397214,0.10550410350548284,0.1351403913225091
GENE_03335,0.5226294991090947,0.021000303341359935,0.03968172809989263
GENE_03336,0.45086128958666105,0.026041634923755202,0.04640348347069708
GENE_03337,0.4734503336952267,0.020744527935452582,0.03932611930891485
GENE_03338,0.4039547881416681,0.01979981270693985,0.03816463513288328
GENE_03339,0.3586433613985216,0.06565690046925382,0.09256576972966843
GENE_03340,0.26175340616845766,0.18101747874342503,0.21171634940751466
GENE_03341,0.5179230246801687,0.006514557571100934,0.01809599325305815
GENE_03342,0.31641514772149915,0.11379868961774381,0.1433970920853258
GENE_03343,0.7702514068756328,0.0004938022498175102,0.004153088728490414
GENE_03344,0.6852027922996804,0.0011420003401640573,0.006523632112134678
GENE_03345,0.5222880495382718,0.013264726195046452,0.02900027589647235
GENE_03346,0.5834096769709642,0.009477599901178314,0.023059853774156484
GENE_03347,0.5882831602570153,0.002752695100079327,0.010677638091851542
GENE_03348,0.46985191972408913,0.013741589140689422,0.02970009987156833
GENE_03349,0.9250141175183035,4.508988306916507e-06,0.00037625131626487104
GENE_03350,0.5605108105443923,0.0058650538762214325,0.01696573293671227
GENE_03351,0.4200186573611422,0.05991913524535262,0.08617738421595371
GENE_03352,0.6014286398058672,0.003956522038606052,0.013227542317842712
GENE_03353,0.3946989415095965,0.062211897509641526,0.08874735736040161
GENE_03354,0.6594428569455815,0.000470778610755723,0.004047755815947826
GENE_03355,0.420195192555167,0.03611132524532507,0.05886116584405064
GENE_03356,0.6016062634483763,0.0014142448492514119,0.007331492220069528
GENE_03357,0.851000973168504,2.559604776682671e-05,0.0008392146808795642
GENE_03358,0.955382765493443,1.875255206476676e-06,0.00024041733416367642
GENE_03359,0.39403033074333127,0.0690689432327254,0.09650543975510047
GENE_03360,0.047006507382940654,0.8001126102150415,0.8085212310176249
GENE_03361,0.48876161400192153,0.019854079880990676,0.03822502865034786
GENE_03362,0.8050902590702016,0.00044642964287592776,0.0039023570181462215
GENE_03363,0.5118335016819824,0.02201317494311695,0.04106169547307769
GENE_03364,0.4247792769917469,0.06540375075026904,0.09224788540235408
GENE_03365,0.6524850695154889,0.002200119050528324,0.009441815514426688
GENE_03366,0.13943628346511705,0.5384237756328576,0.5573745089367056
GENE_03367,0.3371128029317294,0.11934997753002255,0.14907566516365545
GENE_03368,0.2381318691361196,0.33194150827952795,0.35901093259736966
GENE_03369,0.7189506772353651,0.001876494090965224,0.00863947555693013
GENE_03370,0.7031179272871659,0.0017343960446600283,0.008227685221347383
GENE_03371,0.3014102342906355,0.11607838776313423,0.14566242660701997
GENE_03372,0.5566672969536937,0.005507828396001121,0.01623291599175102
GENE_03373,0.982083427967245,2.4145587754265142e-05,0.000815729316022471
GENE_03374,0.12781599159600088,0.5138916446150779,0.5335253785455543
GENE_03375,0.728993054199651,0.00030728256342964515,0.003216397294856324
GENE_03376,0.24794417060210439,0.2369667366392998,0.26647739625010414
GENE_03377,0.5213869500263719,0.016387251676130688,0.03353233410298893
GENE_03378,0.08112434253290246,0.6952080232665552,0.7079511438559625
GENE_03379,0.41442458506305524,0.03831302933359512,0.061399085470505
GENE_03380,0.20743185909001305,0.3280774229831941,0.35510057688407193
GENE_03381,0.37486757598675524,0.08656062128952101,0.1155836844565643
GENE_03382,0.3563327036703319,0.09630917400991626,0.12569717307480588
GENE_03383,0.3290584787197357,0.10050747415172158,0.13010676265595028
GENE_03384,0.7802312778935505,0.0004082803717514979,0.0037217900797766445
GENE_03385,0.07276495611147915,0.7423987810220504,0.7532455164590608
GENE_03386,0.21309876011513662,0.30169408364207534,0.3293963136172894
GENE_03387,0.5780072465878732,0.015367729919117704,0.03208316847137137
GENE_03388,0.5488026884026231,0.005514404671317632,0.016242723626856057
GENE_03389,0.5200606736273112,0.008895609280359328,0.022013385994455154
GENE_03390,0.33776226656356556,0.1099175913131552,0.1394804686853444
GENE_03391,0.1951655014557696,0.38427861528617124,0.40994091666969407
GENE_03392,0.5529231779301282,0.007294283323390119,0.019366537946386767
GENE_03393,0.601021684275068,0.0019699907026927486,0.008903408038808734
GENE_03394,0.6763539532969167,0.004316897283679389,0.013983364578330717
GENE_03395,0.6284366665404795,0.01056433512443448,0.024828049646144486
GENE_03396,0.6550659458586372,0.0035815132867127093,0.012418562020501766
GENE_03397,0.49943963363327004,0.014406493073726118,0.030622980560219237
GENE_03398,0.518322798849324,0.008407479010678447,0.02125708740350286
GENE_03399,0.593939575020122,0.012323263461791408,0.027574990963954816
GENE_03400,0.48165473839477624,0.015755587040016956,0.032667607381333105
GENE_03401,0.1983597503343706,0.250531821734512,0.27936017272325087
GENE_03402,0.5231842909958546,0.019694050626794718,0.03799739654021748
GENE_03403,1.0280767845023924,2.5409884668978406e-07,5.9092755044135825e-05
GENE_03404,0.3037996586299574,0.1897310851720701,0.22000357742586976
GENE_03405,0.21476342114037283,0.3389405326040289,0.3657500082054914
GENE_03406,0.5903600461903356,0.00614244797826048,0.01747823883472687
GENE_03407,0.17798635523947226,0.40241204317319557,0.42750668561903277
GENE_03408,0.4547670120931482,0.034794632157479716,0.057228013416907426
GENE_03409,0.3064563533947444,0.1856410023140659,0.21618842705725622
GENE_03410,0.49918663038053435,0.009743159600187875,0.023444300918257898
GENE_03411,0.2016493367503287,0.36940060185655876,0.3956309326941831
GENE_03412,0.4524206311424379,0.016080623412455555,0.03311495760390353
GENE_03413,0.2532070723015778,0.2716065076051033,0.3001508538016392
GENE_03414,0.23247954642584645,0.2907279039225941,0.31867576885081017
GENE_03415,0.2765453196856624,0.1681247988877093,0.19835393922570704
GENE_03416,0.7619840217119185,0.0006270193230051278,0.0046862430717872034
GENE_03417,0.6743810068468115,0.002796287826605526,0.01075843032488313
GENE_03418,0.6661132342968852,0.0008003875260055222,0.005318189541564932
GENE_03419,0.5135441907129605,0.013667592529877558,0.029626045236930406
GENE_03420,0.6041014192339365,0.001518787492997737,0.007590142393791789
GENE_03421,-0.04868362823623418,0.8223816546844982,0.829934054581187
GENE_03422,0.3698781383257197,0.05318920373937536,0.07857149132515266
GENE_03423,0.5930937063615316,0.009900002588876418,0.023752405443561463
GENE_03424,0.3310628431061371,0.07813024288311422,0.10664788818333909
